r_custID,r_Inflightwifiservice,r_DepartureArrivaltimeconvenient,r_EaseofOnlinebooking,r_Gatelocation,r_Foodanddrink,r_Onlineboarding,r_Seatcomfort,r_Inflightentertainment,r_Onboardservice,r_Legroomservice,r_Baggagehandling,r_Checkinservice,r_Inflightservice,r_Cleanliness
107605,5,5,5,5,2,5,4,3,3,3,3,3,3,5
107607,2,0,2,1,2,2,4,2,4,2,5,5,5,2
107608,2,1,1,1,4,3,4,2,2,2,2,2,2,4
107609,2,2,3,3,2,3,2,2,3,3,4,4,4,2
107610,3,4,4,4,3,4,3,3,3,3,3,3,3,4
107611,1,2,2,2,1,1,1,1,2,5,4,3,4,1
107612,5,0,5,5,4,5,1,4,4,3,5,5,4,4
107615,1,1,3,1,3,4,3,3,3,3,4,4,5,3
107617,3,3,3,3,5,2,2,4,4,3,4,2,4,1
107618,2,4,2,4,5,2,5,5,2,5,4,3,4,5
107619,1,1,1,1,4,4,4,4,4,1,1,3,1,4
107620,4,5,5,5,4,4,4,4,2,3,3,3,4,4
107621,2,3,3,3,1,3,4,2,2,2,2,1,2,2
107622,2,4,4,4,4,3,4,2,2,2,2,4,2,3
107623,1,1,1,1,4,4,1,4,4,4,4,5,4,1
107624,2,0,2,1,5,4,5,2,2,2,2,5,2,4
107625,2,3,2,2,4,2,4,4,5,1,4,2,3,4
107626,4,5,4,3,3,4,3,3,2,2,3,2,2,3
107627,1,0,1,3,1,4,4,3,2,5,5,4,5,4
107630,4,0,4,2,4,4,4,4,3,2,3,3,2,4
107631,2,3,2,4,1,3,3,4,4,2,2,4,4,3
107632,1,1,3,1,2,5,5,4,4,4,4,3,4,3
107633,2,2,4,3,3,4,3,3,4,4,3,2,4,3
107635,0,0,0,4,2,2,2,3,4,4,4,2,3,2
107636,5,5,5,1,3,5,3,3,5,4,5,3,4,3
107637,4,4,4,4,4,5,5,4,4,4,4,3,4,5
107639,2,1,1,1,4,1,4,4,3,2,5,5,5,4
107640,3,3,3,2,1,3,1,1,3,2,4,5,4,1
107642,3,3,3,3,3,3,3,4,2,4,4,3,3,3
107643,1,1,1,1,3,5,4,4,4,4,4,3,4,5
107644,2,1,1,1,4,3,3,2,2,2,2,4,2,1
107646,1,3,3,3,1,2,1,1,1,1,1,2,1,4
107647,4,4,4,4,5,5,5,5,3,4,5,3,5,5
107648,1,1,1,1,2,5,5,5,5,5,5,5,5,4
107649,4,4,4,4,5,5,5,5,5,2,5,4,5,5
107651,3,4,3,4,4,3,3,3,3,3,3,4,3,2
107652,1,5,1,3,4,1,4,4,3,3,5,3,4,4
107653,2,5,2,3,2,4,5,3,3,2,3,4,3,3
107654,4,4,4,4,5,4,5,2,2,2,2,5,2,3
107656,4,4,1,4,3,4,5,5,5,5,5,5,5,5
107657,3,3,3,3,4,4,4,4,4,3,5,3,5,4
107658,3,3,3,3,2,4,5,5,5,5,5,5,5,5
107661,3,4,3,3,3,5,5,5,5,5,5,5,5,5
107662,3,3,3,3,3,3,3,3,3,4,4,3,5,3
107663,4,4,3,4,3,4,4,5,5,5,5,4,5,5
107664,3,3,3,3,5,5,4,4,4,4,4,5,4,3
107666,4,0,5,4,3,5,3,3,4,4,5,3,4,3
107667,1,5,1,5,3,1,3,3,3,5,5,4,5,3
107668,4,4,4,4,3,4,4,5,5,5,5,3,5,5
107669,0,0,0,5,2,4,5,1,1,1,1,3,1,5
107670,4,4,4,4,3,4,4,5,5,5,5,5,5,3
107671,2,3,2,2,2,5,4,4,4,4,4,3,4,4
107672,3,3,3,3,5,3,5,5,5,4,4,3,5,5
107673,4,0,4,2,3,4,3,3,4,3,5,4,4,3
107675,0,0,0,2,3,5,5,3,3,3,3,3,3,4
107677,2,2,2,2,4,5,5,5,5,5,5,5,5,4
107679,5,5,5,5,4,4,5,5,5,4,5,5,5,4
107680,5,5,5,5,5,5,4,4,4,4,4,4,4,5
107681,1,1,1,1,1,1,1,1,2,1,3,4,3,1
107683,4,4,2,4,3,4,4,4,4,4,4,5,4,4
107684,3,2,3,3,3,3,2,3,2,2,3,3,3,3
107686,3,4,4,4,1,4,4,3,3,3,3,2,3,2
107687,3,3,3,4,1,3,1,1,4,3,5,3,4,1
107688,1,1,2,1,4,3,3,1,1,2,1,1,1,4
107689,4,0,4,1,1,4,1,1,3,5,5,3,4,1
107690,1,1,1,2,2,1,5,2,3,2,4,3,4,2
107691,3,3,2,3,2,5,4,5,5,5,5,5,5,3
107696,3,0,3,2,4,3,1,4,5,4,4,5,5,4
107697,3,3,1,3,4,5,4,4,4,4,4,3,4,5
107698,1,2,1,3,1,1,1,1,3,3,3,4,2,1
107699,1,4,4,4,4,3,4,1,1,1,1,3,1,1
107701,3,4,4,4,2,1,2,3,3,3,3,3,3,2
107702,5,5,5,5,4,4,4,4,4,2,5,4,4,4
107703,4,2,4,4,4,4,4,4,3,2,4,4,3,4
107704,4,2,2,2,4,4,4,4,4,2,4,4,3,4
107706,4,1,1,1,4,4,4,2,5,3,4,4,4,4
107707,4,1,1,1,1,3,4,4,4,4,4,1,4,1
107708,2,1,1,1,4,4,4,2,2,2,2,4,2,3
107709,3,4,4,4,2,4,3,3,3,3,3,2,3,3
107710,1,2,1,4,3,1,5,3,4,4,3,3,4,3
107711,3,5,5,5,3,3,3,2,4,4,4,3,2,3
107712,3,1,1,1,1,3,4,3,3,3,3,4,3,1
107713,1,1,1,1,4,5,5,5,5,5,5,3,5,3
107714,1,1,1,3,1,1,1,1,1,3,3,2,3,1
107716,3,4,1,4,3,3,3,3,4,1,3,4,4,3
107717,2,1,1,1,1,4,4,2,2,2,2,3,2,2
107718,0,0,0,3,5,1,3,4,4,4,4,4,4,2
107719,2,2,4,2,2,2,2,2,3,3,4,4,3,2
107720,2,1,1,1,2,3,4,2,2,2,2,4,2,1
107721,1,3,3,3,1,4,4,1,1,1,1,3,1,4
107722,3,2,3,3,3,3,3,3,4,3,3,1,4,3
107724,4,1,1,1,4,4,4,4,4,1,5,4,5,4
107725,5,4,5,2,4,5,4,4,5,4,5,4,5,4
107727,2,5,2,2,2,2,2,2,5,2,4,3,4,2
107728,1,1,1,3,5,1,5,5,1,4,3,1,2,5
107729,0,4,0,4,4,0,4,4,4,3,3,1,3,4
107730,2,4,2,1,5,2,4,5,5,2,4,4,5,3
107731,1,3,1,3,2,3,4,3,3,1,3,2,3,3
107732,3,5,3,1,4,3,5,4,5,4,4,5,5,4
107733,3,3,3,3,4,3,4,4,5,5,2,1,2,4
107734,0,4,0,4,5,5,4,3,3,0,3,3,3,4
107735,2,5,2,4,5,2,5,5,5,4,4,3,4,5
107736,2,4,2,4,4,2,2,4,3,4,4,4,5,4
107738,2,1,2,4,2,2,2,2,1,3,4,3,3,2
107739,2,4,2,1,2,5,4,3,3,2,3,5,3,3
107740,4,5,4,3,3,4,3,3,2,4,3,1,4,3
107741,3,3,3,1,3,3,3,3,1,4,3,3,1,3
107742,3,5,3,2,5,3,5,5,3,5,5,4,4,5
107743,2,1,2,3,2,3,3,2,1,3,4,3,2,3
107744,1,4,1,2,1,4,4,3,3,4,4,4,3,4
107745,2,1,0,4,4,0,3,4,3,4,3,2,4,4
107746,3,5,3,3,3,3,3,3,3,3,1,2,2,3
107747,3,4,0,1,2,0,2,2,5,2,5,5,4,2
107749,2,5,2,3,3,2,3,3,1,2,5,2,1,3
107750,2,5,2,3,2,5,4,2,2,2,2,4,2,4
107751,1,4,1,3,2,1,2,2,1,1,3,4,5,2
107752,3,4,3,1,5,3,5,5,3,3,4,5,1,5
107753,2,5,2,4,1,2,1,1,3,5,4,5,4,1
107754,3,2,3,3,4,3,4,4,2,1,3,4,4,4
107755,2,2,2,3,5,2,5,5,3,1,3,2,3,5
107756,3,1,3,3,3,3,3,3,3,2,4,1,3,3
107757,3,4,3,1,2,3,2,2,4,5,4,4,4,2
107758,2,5,0,3,3,5,5,5,5,0,5,4,5,3
107759,4,4,4,4,3,4,4,2,2,4,3,3,2,4
107761,3,5,3,2,4,3,4,4,3,5,4,3,5,4
107762,1,4,1,2,3,1,3,3,2,4,4,2,5,3
107763,3,5,3,5,2,3,2,2,5,3,4,3,4,2
107764,3,5,3,3,3,4,5,1,1,3,1,3,1,3
107765,3,4,0,3,4,0,4,4,3,3,4,4,5,4
107767,3,5,3,2,5,3,5,5,3,4,4,4,5,5
107768,4,4,4,4,5,5,4,5,5,4,5,3,5,3
107769,5,5,5,5,2,4,5,4,4,4,4,3,4,4
107770,1,1,1,1,5,4,4,4,4,4,4,3,4,3
107772,3,2,2,2,3,3,3,4,3,4,3,3,4,3
107774,3,5,3,3,3,4,5,5,5,5,5,5,5,4
107775,2,2,2,2,2,2,2,2,3,1,4,3,3,2
107778,3,4,3,4,2,3,2,2,5,5,4,4,4,2
107779,3,3,3,2,3,4,4,2,4,2,2,4,1,4
107780,0,0,0,4,3,5,4,5,5,5,5,5,5,3
107781,1,1,1,1,3,5,5,4,4,4,4,3,4,3
107782,4,4,4,4,2,2,2,2,4,3,4,4,4,2
107784,1,3,1,4,2,1,2,2,1,2,4,4,4,2
107786,1,5,5,5,1,1,1,1,2,4,3,3,4,1
107787,1,2,1,2,1,1,2,1,1,4,2,2,2,1
107788,4,4,5,5,3,5,3,3,2,2,4,5,3,3
107789,4,4,5,4,2,4,5,3,3,4,3,5,3,3
107790,1,3,5,5,1,1,1,4,4,4,3,1,4,1
107791,1,1,1,1,4,4,4,5,5,5,5,5,5,3
107793,2,1,2,1,2,3,3,2,2,2,2,2,2,4
107794,2,4,2,1,4,2,4,4,4,5,4,4,5,4
107795,5,5,5,5,4,5,4,3,3,4,3,4,3,3
107796,5,5,5,5,2,4,4,4,4,4,4,4,4,4
107797,5,2,5,2,3,5,3,3,4,2,4,5,4,3
107799,4,4,4,4,2,4,4,5,5,5,5,5,5,4
107800,4,4,4,4,2,5,5,5,5,5,5,4,5,5
107802,0,0,0,2,4,4,5,5,5,5,5,3,5,3
107803,4,4,4,4,5,5,5,4,4,4,4,5,4,5
107804,0,0,0,5,2,5,4,1,1,1,1,3,1,4
107805,0,1,0,3,1,0,4,1,5,5,4,4,4,1
107806,3,3,3,3,2,3,2,2,2,1,3,3,4,2
107807,1,4,1,2,1,1,4,1,3,2,4,5,5,1
107808,0,0,0,4,4,5,4,4,4,4,4,5,4,3
107809,2,0,2,4,3,2,2,3,4,1,4,4,4,3
107810,4,4,2,4,4,4,4,4,2,2,3,4,4,4
107811,3,2,3,4,4,3,5,4,3,1,4,1,3,4
107812,3,3,3,5,2,3,2,2,4,5,5,3,5,2
107813,1,2,1,3,4,1,2,4,4,2,4,4,4,4
107814,3,3,3,4,2,3,2,2,3,2,3,2,3,2
107815,1,0,0,3,1,4,3,4,4,1,4,1,4,4
107817,2,4,2,4,3,2,3,3,3,4,4,1,4,3
107820,3,3,3,3,5,3,5,5,2,4,3,2,3,5
107821,2,2,2,4,3,2,3,3,1,5,3,1,4,3
107822,0,0,0,4,2,0,2,2,3,3,3,3,2,2
107823,2,1,5,3,4,5,4,4,1,5,2,4,2,4
107824,4,5,4,2,5,4,5,5,3,3,5,4,4,5
107825,2,2,3,4,4,3,4,4,2,2,4,2,3,4
107826,3,3,3,3,1,3,1,1,1,1,3,3,3,1
107827,2,2,2,3,5,2,5,5,4,4,4,3,3,5
107828,3,4,3,4,4,3,4,4,5,3,5,5,4,4
107829,2,4,2,4,4,2,4,4,1,1,4,2,4,4
107830,1,4,1,4,3,1,5,3,5,4,5,5,4,3
107831,3,5,3,3,3,3,3,3,2,3,1,1,3,3
107832,3,4,3,1,1,3,1,1,4,4,4,3,4,1
107833,1,5,4,3,4,4,4,4,3,3,5,3,5,4
107834,5,4,5,5,4,5,4,4,3,4,5,3,4,4
107835,3,4,3,3,3,3,3,3,5,2,5,4,5,3
107838,2,4,2,2,4,2,4,4,4,4,5,3,5,4
107839,2,3,2,3,1,2,1,1,2,3,3,4,4,1
107840,3,3,3,4,4,3,4,4,4,5,3,3,3,4
107841,4,5,4,5,2,4,2,2,4,4,5,5,4,2
107842,3,3,3,3,5,3,5,5,3,2,3,4,2,5
107844,2,3,2,2,4,4,5,4,4,4,4,4,4,4
107845,0,4,0,3,2,0,3,2,3,2,5,3,5,2
107846,1,2,2,2,1,1,1,1,3,3,2,3,2,1
107847,1,1,1,4,1,1,1,1,3,1,4,2,4,1
107848,2,4,2,3,3,3,1,4,4,2,4,3,4,4
107849,2,4,2,4,2,4,5,5,5,2,5,4,5,3
107850,0,0,0,5,3,4,4,5,5,5,5,4,5,4
107851,2,3,2,4,1,2,1,1,3,3,4,3,3,1
107852,2,2,2,2,5,5,5,4,4,4,4,4,4,3
107853,2,2,2,2,2,4,5,5,5,5,5,3,5,5
107854,3,3,3,1,4,3,2,4,4,5,4,4,5,4
107855,4,4,4,4,4,4,4,4,4,4,4,3,4,5
107856,2,2,2,2,4,5,5,5,5,5,5,4,5,5
107857,2,2,2,2,2,5,5,5,5,5,5,3,5,5
107858,2,4,4,4,4,1,1,2,2,2,2,4,2,3
107859,3,4,4,4,2,4,3,3,3,3,3,4,3,3
107860,1,1,1,1,1,1,1,1,5,4,4,5,4,1
107861,3,3,3,4,2,3,1,2,1,3,4,3,3,2
107862,3,1,3,3,3,3,3,3,3,1,4,3,4,3
107863,3,0,3,2,2,3,2,2,3,4,4,3,4,2
107864,3,5,5,5,2,4,3,3,3,3,3,1,3,1
107865,2,2,2,2,2,4,5,4,4,4,4,4,4,1
107866,5,3,4,1,3,4,3,3,4,2,5,3,4,3
107867,1,1,1,1,1,2,4,5,5,5,5,1,5,2
107869,2,2,2,4,4,2,4,4,1,3,3,2,3,4
107870,4,4,4,5,3,4,3,3,2,1,5,2,4,3
107871,3,1,3,3,2,3,3,2,2,3,2,3,2,3
107872,3,4,3,1,2,5,4,4,4,3,3,5,4,5
107873,4,5,4,3,2,4,1,2,4,2,5,5,5,2
107875,5,2,5,4,5,5,5,5,4,5,4,1,4,5
107876,2,1,2,4,2,2,2,2,4,3,3,4,3,2
107877,4,3,4,3,4,1,1,5,5,4,1,3,5,5
107878,4,4,4,2,1,4,1,1,3,3,5,3,5,1
107879,3,4,3,1,5,5,4,3,3,3,3,5,3,4
107880,3,1,3,3,1,3,1,1,3,3,4,1,4,1
107881,1,1,1,3,3,3,4,1,1,1,1,2,1,4
107882,0,0,0,2,3,4,5,4,4,4,4,3,4,5
107883,3,3,3,5,3,3,3,3,5,4,5,5,5,3
107884,2,2,2,3,3,2,3,3,4,2,4,5,4,3
107885,4,4,4,4,5,4,5,4,4,4,4,3,4,3
107886,2,4,4,4,2,2,2,2,4,2,4,4,4,2
107887,1,1,1,3,5,1,5,5,2,2,3,1,3,5
107888,2,2,2,2,5,5,5,5,3,2,5,3,5,5
107889,5,5,5,5,2,2,2,2,3,2,5,5,5,2
107890,5,5,5,5,3,5,5,5,5,5,5,4,5,4
107891,4,4,4,5,4,4,4,4,4,4,4,4,5,4
107893,5,5,5,5,5,5,5,5,3,2,4,4,4,5
107894,2,2,2,2,4,4,4,4,3,2,4,3,4,4
107895,1,1,1,1,4,4,4,5,5,5,5,5,5,5
107896,1,1,1,1,2,4,4,5,5,5,5,4,5,3
107898,4,4,4,1,5,4,1,5,5,5,5,4,4,5
107899,4,4,4,4,5,4,5,5,5,5,5,3,5,5
107901,4,4,4,1,5,4,5,5,5,2,5,4,5,5
107902,4,5,5,3,4,5,4,4,4,2,4,2,4,4
107905,3,3,3,3,5,4,4,4,4,4,4,3,4,3
107906,5,5,5,5,4,4,4,5,5,5,5,4,5,5
107907,3,2,5,2,3,3,2,2,2,3,2,1,2,3
107909,2,2,2,4,4,2,3,4,2,4,4,3,3,4
107910,3,4,4,4,4,1,1,1,2,3,3,1,3,1
107911,4,4,4,4,5,5,4,4,4,4,4,1,4,5
107912,3,5,3,4,5,4,4,2,2,3,2,4,2,4
107913,3,5,3,2,2,4,4,1,1,3,1,4,1,3
107914,3,5,3,3,3,5,4,1,1,3,1,3,1,5
107916,1,4,5,4,1,1,1,1,4,2,3,2,3,1
107917,3,3,3,3,4,3,4,4,3,4,4,3,4,4
107919,1,1,1,1,2,4,4,3,3,3,3,5,3,4
107920,2,2,2,3,2,5,5,2,4,3,4,5,1,5
107921,4,4,4,4,2,4,5,4,4,4,4,4,4,3
107922,3,3,3,3,2,5,4,5,5,5,5,5,5,3
107925,3,3,3,3,5,5,5,5,4,3,4,3,5,5
107926,2,5,2,3,1,2,1,1,5,2,4,5,5,1
107927,1,1,1,1,3,5,4,4,4,4,4,3,4,3
107928,1,0,0,2,1,0,1,1,3,3,4,3,4,1
107929,3,1,3,3,3,4,4,4,4,4,4,3,4,4
107930,4,4,4,4,3,3,4,4,4,4,4,3,4,4
107931,1,4,4,4,1,1,2,1,4,2,4,2,3,1
107932,4,1,4,4,3,4,4,4,4,4,4,2,4,4
107933,3,3,3,5,4,3,4,4,3,5,5,5,4,4
107934,2,1,1,1,3,3,2,2,2,2,2,2,2,4
107935,4,2,4,3,3,4,2,3,2,5,4,1,3,3
107936,2,5,5,5,3,3,3,2,2,2,2,2,2,4
107937,4,5,5,5,2,3,3,3,3,3,4,3,3,3
107938,3,4,3,4,4,3,5,4,3,2,4,5,4,4
107940,3,5,3,3,2,3,2,5,5,3,5,4,5,1
107941,2,4,2,2,2,2,2,2,4,2,5,2,5,2
107942,3,5,3,1,5,3,5,5,2,4,2,1,2,5
107943,1,4,1,1,2,1,2,2,1,1,1,5,2,2
107944,3,4,3,2,2,3,2,2,5,5,2,3,4,2
107945,3,3,3,3,3,2,1,4,4,3,4,5,4,4
107946,3,3,2,3,2,3,2,4,4,2,5,5,4,1
107947,2,4,2,5,1,2,1,1,4,1,5,5,5,1
107948,4,4,4,4,5,5,5,5,4,3,4,5,4,5
107949,4,4,4,4,4,4,4,5,5,5,4,4,3,4
107951,2,2,5,5,2,2,2,2,1,5,4,4,3,2
107952,1,3,2,3,1,1,1,1,2,4,4,2,3,1
107953,2,3,2,2,4,2,4,4,4,3,2,2,5,4
107954,5,4,4,4,3,2,3,5,5,4,5,3,5,2
107955,3,3,3,3,4,4,4,5,5,5,5,3,5,3
107956,1,1,1,1,5,4,4,4,4,4,4,4,4,5
107957,3,3,4,3,4,5,4,4,4,4,4,5,4,5
107958,5,5,3,5,2,5,5,5,5,5,5,3,5,4
107960,5,5,5,5,4,4,4,4,3,3,5,4,5,4
107961,2,2,2,1,2,2,2,2,5,3,4,5,4,2
107962,3,1,3,3,4,5,5,4,4,4,4,3,4,4
107963,1,5,5,5,5,3,3,1,1,1,1,2,1,3
107965,5,5,5,5,5,5,4,4,4,5,4,3,4,3
107966,4,4,4,3,4,4,4,3,2,5,4,4,4,4
107968,2,2,2,4,3,2,3,3,1,5,4,2,4,3
107969,1,4,4,4,3,2,2,1,1,1,1,2,1,2
107970,4,1,1,1,4,3,4,4,4,4,3,1,4,4
107971,2,3,3,3,2,2,2,1,4,3,4,2,4,2
107973,2,2,2,4,1,2,5,1,3,4,3,3,4,1
107974,4,0,4,2,1,4,1,1,2,2,2,5,4,1
107975,5,5,5,5,1,1,4,4,4,4,4,4,4,4
107976,3,4,3,1,4,3,5,4,4,5,4,5,4,4
107977,2,4,2,3,3,2,4,3,3,4,5,3,4,3
107978,2,5,2,4,4,2,4,4,5,5,5,4,5,4
107979,3,4,3,4,5,4,4,1,1,3,1,3,1,3
107981,1,1,3,1,4,4,4,4,3,5,5,4,5,4
107982,5,0,5,4,2,5,2,2,3,2,4,4,4,2
107983,2,5,2,2,5,4,1,1,1,2,1,3,1,2
107984,3,3,3,3,4,4,4,5,5,4,5,5,5,5
107986,4,4,4,4,2,4,5,5,5,5,5,3,5,5
107987,4,4,4,4,3,4,4,5,5,5,5,3,5,3
107989,1,1,1,1,5,5,4,5,5,5,5,5,5,3
107990,3,1,3,3,1,3,1,1,1,4,3,3,2,1
107991,5,5,5,5,5,5,4,4,4,4,4,3,4,3
107993,3,3,3,3,2,3,2,3,3,3,3,2,3,2
107994,4,3,3,3,4,4,4,4,1,1,3,4,3,4
107995,0,0,0,1,3,2,4,3,3,3,3,2,3,3
107996,5,4,4,2,1,5,1,1,2,1,3,3,5,1
107998,3,3,3,4,5,3,5,5,3,1,4,2,4,5
107999,4,4,4,4,3,4,3,3,5,3,2,4,4,3
108001,4,4,3,3,1,3,3,3,3,3,3,1,3,4
108002,4,2,3,4,3,3,2,3,2,4,4,2,3,3
108004,5,0,5,5,5,5,5,5,1,2,1,5,3,5
108005,3,1,2,2,1,2,1,1,2,3,2,1,2,1
108006,4,0,5,3,2,5,2,2,4,2,4,3,5,2
108007,0,1,0,4,5,0,4,5,4,2,3,2,4,5
108008,2,0,2,1,5,5,4,1,1,2,1,3,1,3
108009,3,3,3,3,2,4,5,4,4,4,4,5,4,3
108011,4,5,4,5,2,4,5,4,4,4,4,5,4,5
108012,1,1,1,1,4,4,4,4,3,5,5,5,5,4
108013,3,3,2,3,5,5,4,5,5,5,5,4,5,4
108014,2,2,2,2,5,5,4,4,4,5,4,5,4,5
108015,2,3,3,3,1,2,1,1,2,3,3,3,3,1
108016,5,3,5,5,5,5,4,4,4,4,4,3,4,4
108017,2,1,2,2,2,5,5,4,4,4,4,5,4,3
108018,0,0,0,4,1,0,1,1,3,4,4,5,5,1
108020,3,3,5,5,3,3,3,3,4,1,4,1,3,3
108021,3,4,3,3,3,4,3,3,3,3,3,3,3,3
108022,2,5,2,1,3,2,3,3,3,4,5,5,5,3
108023,1,1,1,3,4,1,1,4,3,5,4,4,3,4
108024,3,5,5,5,3,3,3,3,3,5,3,2,4,3
108025,3,0,3,5,3,3,3,3,5,3,4,3,5,3
108026,2,2,2,2,3,5,4,5,5,5,5,3,5,4
108028,2,3,3,3,1,4,4,2,2,2,2,1,2,2
108030,3,2,4,2,4,4,4,1,5,2,3,4,4,4
108031,0,0,0,3,3,4,4,3,3,3,3,4,3,5
108032,4,2,4,3,2,4,3,2,2,3,3,2,4,2
108034,2,5,5,5,5,3,3,2,2,2,2,2,2,2
108035,3,2,3,4,5,3,3,5,4,5,3,1,3,5
108039,3,5,3,2,5,3,5,5,4,5,5,5,4,5
108040,2,2,2,3,4,2,4,4,1,5,4,3,4,4
108041,0,0,0,3,5,4,4,3,3,3,5,5,3,4
108042,1,5,5,5,2,3,4,1,1,1,1,1,1,2
108043,1,5,1,5,3,1,3,3,3,3,5,4,4,3
108044,2,4,2,1,1,2,1,1,4,5,5,4,4,1
108046,1,1,1,1,5,4,5,5,5,5,5,5,5,4
108047,2,3,3,3,2,2,2,2,1,4,3,1,3,2
108048,2,5,2,1,5,2,5,5,4,2,4,4,5,5
108049,3,0,3,4,5,3,5,5,4,2,4,5,4,5
108050,3,4,3,3,4,3,1,4,1,5,2,3,3,4
108051,4,5,4,4,4,4,5,3,3,4,3,3,3,5
108052,2,5,2,1,2,2,2,2,4,4,4,5,4,2
108053,4,5,5,2,3,5,3,3,3,4,4,5,5,3
108054,2,4,2,5,5,2,5,5,5,5,5,4,5,5
108055,2,5,2,2,2,2,2,2,3,3,4,3,4,2
108057,3,5,2,3,4,5,5,2,2,2,2,4,2,5
108058,5,5,5,3,1,5,1,1,5,4,5,4,5,1
108059,1,1,1,1,5,5,5,4,4,4,4,5,4,5
108060,1,1,1,2,3,1,3,3,5,4,5,3,5,3
108061,4,4,4,4,4,4,5,3,3,3,3,3,3,4
108062,1,1,1,1,5,5,5,4,4,4,4,4,4,5
108063,5,5,5,5,3,4,5,4,4,4,4,4,4,5
108066,2,2,2,2,3,2,3,1,1,2,1,4,1,4
108068,3,4,3,3,4,4,4,4,4,3,4,4,4,3
108069,4,3,4,4,2,4,5,5,5,5,5,3,5,4
108070,4,4,4,4,4,5,4,5,5,5,5,3,5,3
108071,5,5,5,5,3,5,4,4,4,4,4,3,4,5
108072,4,4,4,4,3,3,3,3,3,2,5,5,5,3
108073,2,2,2,2,5,5,5,4,4,4,4,4,4,4
108074,5,5,5,5,2,5,5,4,4,4,4,3,4,5
108075,4,4,4,4,4,4,4,4,4,4,5,4,3,4
108076,1,1,1,1,5,4,5,4,4,4,4,4,4,3
108079,2,4,2,4,2,2,2,2,5,3,5,4,4,2
108080,3,3,3,3,2,4,4,4,4,5,4,3,4,5
108081,5,5,5,3,3,5,3,3,3,2,4,3,4,3
108082,1,3,3,3,1,1,3,1,2,4,3,3,3,1
108083,4,4,4,4,5,5,5,5,3,5,5,4,5,5
108084,2,2,2,2,3,4,4,4,4,4,4,5,4,3
108086,4,4,4,3,4,4,4,4,4,3,5,4,5,4
108087,1,1,4,1,3,4,4,5,5,5,5,4,5,5
108090,3,3,3,3,2,4,5,4,4,4,4,5,4,4
108091,5,5,5,5,4,4,4,4,4,4,4,5,4,3
108092,2,2,2,2,5,4,4,5,5,5,5,3,5,4
108093,3,3,3,5,2,3,2,2,5,3,5,3,5,2
108094,2,5,5,5,2,3,2,2,2,4,3,4,4,2
108096,2,2,2,2,2,4,5,4,4,4,4,5,4,4
108097,2,1,1,1,2,2,2,2,2,4,3,1,3,2
108098,5,3,5,5,3,4,4,4,4,4,4,3,4,3
108099,5,5,5,5,2,5,5,4,4,4,4,4,4,3
108100,2,2,2,3,4,2,4,4,3,2,4,4,5,4
108101,5,5,5,5,5,5,4,4,4,4,4,3,4,5
108102,3,3,4,3,4,4,4,4,5,5,4,5,5,4
108103,1,1,1,1,4,4,4,4,4,3,4,5,4,4
108104,2,2,2,2,4,5,4,5,5,5,5,3,5,3
108105,2,2,2,2,2,4,4,4,4,4,4,3,4,3
108106,4,4,5,4,5,5,5,5,5,5,5,3,5,5
108107,4,4,4,4,3,5,4,4,4,4,4,4,4,4
108109,3,3,3,3,2,5,5,5,5,5,5,4,5,5
108112,4,4,5,4,4,5,4,5,5,5,5,3,5,3
108113,0,2,0,2,3,0,3,3,5,5,5,4,5,3
108114,1,2,2,2,2,2,2,2,3,2,4,5,5,2
108116,3,5,3,3,2,5,5,5,5,5,5,3,5,4
108117,4,5,4,4,5,4,4,4,4,5,4,3,4,4
108118,1,0,0,3,5,1,5,5,4,3,2,2,2,5
108119,2,3,3,3,1,2,2,2,2,2,2,4,2,3
108120,1,5,2,5,4,3,3,1,1,1,1,3,1,4
108121,1,1,1,1,3,4,4,3,3,3,3,5,3,5
108122,5,5,5,5,3,4,4,5,5,5,5,5,5,4
108123,2,2,2,2,5,5,4,2,2,2,2,4,2,5
108124,5,5,5,3,3,5,3,3,3,2,5,5,5,3
108125,2,5,4,5,4,3,4,2,2,2,2,2,2,4
108126,3,1,1,1,3,3,3,3,2,3,3,1,3,3
108127,2,3,3,3,2,2,2,2,4,4,3,4,4,2
108129,3,3,3,3,3,3,3,3,3,2,4,3,4,3
108130,3,3,3,3,1,4,4,3,3,3,3,3,3,2
108132,4,4,4,3,5,4,1,5,4,3,3,4,4,5
108133,2,2,2,2,2,4,3,2,2,2,2,4,2,4
108134,3,5,5,5,4,3,4,3,3,3,3,1,3,2
108136,1,5,5,5,1,2,1,1,4,1,3,3,3,1
108137,3,3,3,3,3,3,3,3,4,4,3,4,3,3
108138,3,4,2,4,1,3,3,3,3,3,3,4,3,1
108139,1,4,1,3,3,1,3,3,1,3,5,2,4,3
108140,3,1,2,1,3,3,3,3,3,4,1,2,1,3
108141,3,1,1,1,1,3,3,3,3,3,3,4,3,4
108144,3,3,3,3,2,3,2,2,4,3,4,1,3,2
108146,1,1,1,1,3,3,1,5,5,5,5,4,5,4
108147,1,1,1,1,4,2,5,5,5,5,5,5,5,2
108148,0,0,0,1,2,0,2,2,2,2,5,2,2,2
108149,4,3,4,3,1,4,1,1,4,1,5,2,1,1
108151,2,0,2,3,2,1,2,4,4,4,4,2,3,2
108152,1,3,1,4,2,1,2,2,4,2,2,1,4,2
108153,3,5,3,1,2,3,2,2,5,3,2,4,2,2
